iso_code,continent,location,date,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,population,population_density,gdp_per_capita
PER,South America,Peru,2021-02-16,37562.38,0,3457.222,20.654,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-02-17,20431.287,67.592,968.301,2.484,11673029,10.202,6885.829
COL,South America,Colombia,2021-02-17,43387.891,100.289,1142.506,3.636,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-02-17,15202.522,8.275,872.524,0.113,17643060,66.939,10581.936
PER,South America,Peru,2021-02-17,37751.268,188.888,3479.362,22.14,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-02-18,20519.438,88.152,972.584,4.283,11673029,10.202,6885.829
COL,South America,Colombia,2021-02-18,43482.696,94.806,1146.437,3.931,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-02-18,15295.533,93.011,875.358,2.834,17643060,66.939,10581.936
PER,South America,Peru,2021-02-18,37975.945,224.677,3501.017,21.655,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-02-19,20618.127,98.689,975.754,3.17,11673029,10.202,6885.829
COL,South America,Colombia,2021-02-19,43570.663,87.967,1149.915,3.479,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-02-19,15375.791,80.258,877.059,1.7,17643060,66.939,10581.936
PER,South America,Peru,2021-02-19,38269.134,293.19,3527.221,26.204,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-02-20,20711.933,93.806,978.067,2.313,11673029,10.202,6885.829
COL,South America,Colombia,2021-02-20,43669.262,98.599,1153.335,3.42,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-02-20,15479.004,103.213,879.269,2.211,17643060,66.939,10581.936
PER,South America,Peru,2021-02-20,38503.243,234.109,3543.417,16.196,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-02-21,20756.566,44.633,980.123,2.056,11673029,10.202,6885.829
COL,South America,Colombia,2021-02-21,43752.669,83.407,1156.263,2.928,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-02-21,15568.331,89.327,880.573,1.304,17643060,66.939,10581.936
PER,South America,Peru,2021-02-21,38921.357,418.114,3571.077,27.66,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-02-22,20832.296,75.73,982.607,2.484,11673029,10.202,6885.829
COL,South America,Colombia,2021-02-22,43819.509,66.84,1159.014,2.751,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-02-22,15585.052,16.72,881.196,0.623,17643060,66.939,10581.936
PER,South America,Peru,2021-02-22,38921.357,0,3585.726,14.649,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-02-23,20935.44,103.144,985.862,3.255,11673029,10.202,6885.829
COL,South America,Colombia,2021-02-23,43896.667,77.158,1161.845,2.83,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-02-23,15631.075,46.024,882.33,1.134,17643060,66.939,10581.936
PER,South America,Peru,2021-02-23,39025.931,104.574,3606.865,21.139,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-02-24,21050.149,114.709,989.203,3.341,11673029,10.202,6885.829
COL,South America,Colombia,2021-02-24,43974.355,77.688,1164.635,2.791,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-02-24,15801.057,169.982,886.127,3.798,17643060,66.939,10581.936
PER,South America,Peru,2021-02-24,39230.348,204.417,3626.579,19.714,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-02-25,21144.64,94.491,991.773,2.57,11673029,10.202,6885.829
COL,South America,Colombia,2021-02-25,44046.737,72.382,1167.308,2.673,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-02-25,15936.521,135.464,888.111,1.984,17643060,66.939,10581.936
PER,South America,Peru,2021-02-25,39451.81,221.462,3647.112,20.533,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-02-26,21236.219,91.579,994.515,2.741,11673029,10.202,6885.829
COL,South America,Colombia,2021-02-26,44116.839,70.102,1169.706,2.398,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-02-26,16017.573,81.052,890.605,2.494,17643060,66.939,10581.936
PER,South America,Peru,2021-02-26,39923.849,472.039,3673.437,26.325,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-02-27,21292.417,56.198,996.142,1.628,11673029,10.202,6885.829
COL,South America,Colombia,2021-02-27,44182.539,65.7,1172.496,2.791,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-02-27,16116.649,99.076,894.346,3.741,17643060,66.939,10581.936
PER,South America,Peru,2021-02-27,40151.316,227.467,3694.485,21.048,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-02-28,21332.081,39.664,997.941,1.799,11673029,10.202,6885.829
COL,South America,Colombia,2021-02-28,44252.405,69.866,1174.58,2.083,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-02-28,16219.125,102.477,896.16,1.814,17643060,66.939,10581.936
PER,South America,Peru,2021-02-28,40151.316,0,3715.352,20.866,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-03-01,21396.931,64.85,999.398,1.456,11673029,10.202,6885.829
COL,South America,Colombia,2021-03-01,44322.566,70.161,1176.545,1.965,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-03-01,16231.141,12.016,897.35,1.19,17643060,66.939,10581.936
PER,South America,Peru,2021-03-01,40331.53,180.214,3741.525,26.174,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-03-02,21464.609,67.677,1002.568,3.17,11673029,10.202,6885.829
COL,South America,Colombia,2021-03-02,44407.841,85.274,1178.628,2.083,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-03-02,16251.433,20.291,898.37,1.02,17643060,66.939,10581.936
PER,South America,Peru,2021-03-02,40589.083,257.553,3751.686,10.16,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-03-03,21536.055,71.447,1005.223,2.656,11673029,10.202,6885.829
COL,South America,Colombia,2021-03-03,44467.723,59.883,1180.79,2.162,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-03-03,16407.131,155.699,902.394,4.024,17643060,66.939,10581.936
PER,South America,Peru,2021-03-03,40589.083,0,3772.431,20.745,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-03-04,21619.067,83.012,1007.536,2.313,11673029,10.202,6885.829
COL,South America,Colombia,2021-03-04,44537.786,70.063,1182.893,2.103,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-03-04,16422.038,14.907,904.548,2.154,17643060,66.939,10581.936
PER,South America,Peru,2021-03-04,40791.438,202.354,3793.843,21.412,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-03-05,21699.338,80.271,1009.935,2.399,11673029,10.202,6885.829
COL,South America,Colombia,2021-03-05,44604.036,66.25,1185.074,2.181,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-03-05,16497.705,75.667,906.702,2.154,17643060,66.939,10581.936
PER,South America,Peru,2021-03-05,40939.382,147.944,3820.532,26.689,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-03-06,21755.279,55.941,1011.477,1.542,11673029,10.202,6885.829
COL,South America,Colombia,2021-03-06,44676.025,71.989,1187.275,2.201,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-03-06,16603.866,106.161,908.006,1.304,17643060,66.939,10581.936
PER,South America,Peru,2021-03-06,41195.57,256.188,3834.15,13.618,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-03-07,21782.949,27.671,1012.848,1.371,11673029,10.202,6885.829
COL,South America,Colombia,2021-03-07,44743.061,67.036,1189.064,1.788,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-03-07,16692.286,88.42,909.083,1.077,17643060,66.939,10581.936
PER,South America,Peru,2021-03-07,41397.864,202.294,3859.02,24.87,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-03-08,21822.613,39.664,1014.732,1.885,11673029,10.202,6885.829
COL,South America,Colombia,2021-03-08,44786.396,43.335,1190.931,1.867,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-03-08,16698.804,6.518,909.309,0.227,17643060,66.939,10581.936
PER,South America,Peru,2021-03-08,41586.267,188.403,3871.212,12.192,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-03-09,21898.429,75.816,1015.846,1.114,11673029,10.202,6885.829
COL,South America,Colombia,2021-03-09,44855.398,69.002,1192.464,1.533,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-03-09,16726.917,28.113,910.783,1.474,17643060,66.939,10581.936
PER,South America,Peru,2021-03-09,41854.587,268.32,3900.752,29.54,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-03-10,21970.476,72.046,1018.073,2.227,11673029,10.202,6885.829
COL,South America,Colombia,2021-03-10,44925.913,70.515,1194.37,1.906,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-03-10,16824.803,97.886,912.824,2.04,17643060,66.939,10581.936
PER,South America,Peru,2021-03-10,41854.587,0,3912.035,11.282,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-03-11,22037.125,66.649,1019.701,1.628,11673029,10.202,6885.829
COL,South America,Colombia,2021-03-11,45015.904,89.991,1196.041,1.671,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-03-11,16888.057,63.254,914.127,1.304,17643060,66.939,10581.936
PER,South America,Peru,2021-03-11,42080.052,225.465,3930.869,18.834,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-03-12,22129.989,92.864,1022.014,2.313,11673029,10.202,6885.829
COL,South America,Colombia,2021-03-12,45096.048,80.145,1197.849,1.808,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-03-12,16959.416,71.36,917.811,3.684,17643060,66.939,10581.936
PER,South America,Peru,2021-03-12,42295.812,215.76,3950.977,20.108,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-03-13,22188.243,58.254,1023.213,1.199,11673029,10.202,6885.829
COL,South America,Colombia,2021-03-13,45183.799,87.751,1199.735,1.887,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-03-13,17041.602,82.185,919.058,1.247,17643060,66.939,10581.936
PER,South America,Peru,2021-03-13,42539.626,243.814,3969.781,18.804,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-03-14,22221.225,32.982,1024.413,1.199,11673029,10.202,6885.829
COL,South America,Colombia,2021-03-14,45263.629,79.83,1201.642,1.906,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-03-14,17129.738,88.137,920.249,1.19,17643060,66.939,10581.936
PER,South America,Peru,2021-03-14,42701.977,162.351,3989.313,19.532,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-03-15,22278.622,57.397,1025.783,1.371,11673029,10.202,6885.829
COL,South America,Colombia,2021-03-15,45317.478,53.849,1203.607,1.965,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-03-15,17145.438,15.7,920.475,0.227,17643060,66.939,10581.936
PER,South America,Peru,2021-03-15,42836.728,134.751,4013.515,24.202,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-03-16,22358.207,79.585,1027.754,1.97,11673029,10.202,6885.829
COL,South America,Colombia,2021-03-16,45390.509,73.03,1206.064,2.457,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-03-16,17165.616,20.178,921.552,1.077,17643060,66.939,10581.936
PER,South America,Peru,2021-03-16,43035.928,199.2,4039.143,25.628,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-03-17,22449.7,91.493,1029.296,1.542,11673029,10.202,6885.829
COL,South America,Colombia,2021-03-17,45480.009,89.5,1208.619,2.555,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-03-17,17321.145,155.529,923.876,2.324,17643060,66.939,10581.936
PER,South America,Peru,2021-03-17,43540.116,504.188,4055.369,16.226,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-03-18,22525.516,75.816,1030.41,1.114,11673029,10.202,6885.829
COL,South America,Colombia,2021-03-18,45581.005,100.997,1211.331,2.712,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-03-18,17424.925,103.78,925.746,1.87,17643060,66.939,10581.936
PER,South America,Peru,2021-03-18,43540.116,0,4069.624,14.255,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-03-19,22599.79,74.274,1031.523,1.114,11673029,10.202,6885.829
COL,South America,Colombia,2021-03-19,45681.884,100.879,1213.984,2.653,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-03-19,17550.414,125.488,930.224,4.478,17643060,66.939,10581.936
PER,South America,Peru,2021-03-19,44026.804,486.688,4102.075,32.452,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-03-20,22651.447,51.658,1032.38,0.857,11673029,10.202,6885.829
COL,South America,Colombia,2021-03-20,45814.758,132.874,1216.657,2.673,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-03-20,17619.846,69.432,931.528,1.304,17643060,66.939,10581.936
PER,South America,Peru,2021-03-20,44026.804,0,4122.123,20.047,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-03-21,22670.551,19.104,1033.151,0.771,11673029,10.202,6885.829
COL,South America,Colombia,2021-03-21,45933.521,118.763,1219.035,2.378,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-03-21,17717.902,98.056,932.435,0.907,17643060,66.939,10581.936
PER,South America,Peru,2021-03-21,44472.063,445.259,4133.102,10.979,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-03-22,22719.639,49.088,1034.35,1.199,11673029,10.202,6885.829
COL,South America,Colombia,2021-03-22,46032.729,99.208,1221.393,2.358,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-03-22,17732.241,14.34,933.965,1.53,17643060,66.939,10581.936
PER,South America,Peru,2021-03-22,44472.063,0,4149.54,16.438,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-03-23,22794.94,75.302,1035.978,1.628,11673029,10.202,6885.829
COL,South America,Colombia,2021-03-23,46129.932,97.204,1223.869,2.476,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-03-23,17772.994,40.753,935.439,1.474,17643060,66.939,10581.936
PER,South America,Peru,2021-03-23,44924.964,452.902,4170.043,20.502,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-03-24,22878.295,83.355,1037.177,1.199,11673029,10.202,6885.829
COL,South America,Colombia,2021-03-24,46247.575,117.643,1226.228,2.358,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-03-24,17956.466,183.472,937.479,2.04,17643060,66.939,10581.936
PER,South America,Peru,2021-03-24,44924.964,0,4191.485,21.443,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-03-25,22944.602,66.307,1039.233,2.056,11673029,10.202,6885.829
COL,South America,Colombia,2021-03-25,46379.879,132.304,1228.684,2.457,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-03-25,18061.266,104.8,939.86,2.381,17643060,66.939,10581.936
PER,South America,Peru,2021-03-25,45507.461,582.497,4212.897,21.412,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-03-26,23019.818,75.216,1040.261,1.028,11673029,10.202,6885.829
COL,South America,Colombia,2021-03-26,46525.213,145.334,1231.161,2.476,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-03-26,18219.685,158.419,942.694,2.834,17643060,66.939,10581.936
PER,South America,Peru,2021-03-26,45868.951,361.49,4239.465,26.568,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-03-27,23070.447,50.63,1042.146,1.885,11673029,10.202,6885.829
COL,South America,Colombia,2021-03-27,46687.428,162.216,1234.01,2.85,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-03-27,18290.421,70.736,945.358,2.664,17643060,66.939,10581.936
PER,South America,Peru,2021-03-27,46129.446,260.495,4254.569,15.104,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-03-28,23098.375,27.928,1043.945,1.799,11673029,10.202,6885.829
COL,South America,Colombia,2021-03-28,46827.731,140.303,1237.253,3.243,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-03-28,18391.481,101.06,948.702,3.344,17643060,66.939,10581.936
PER,South America,Peru,2021-03-28,46399.647,270.2,4284.564,29.995,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-03-29,23159.97,61.595,1046.087,2.142,11673029,10.202,6885.829
COL,South America,Colombia,2021-03-29,46966.265,138.534,1239.69,2.437,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-03-29,18427.869,36.388,949.155,0.453,17643060,66.939,10581.936
PER,South America,Peru,2021-03-29,46497.882,98.235,4304.824,20.26,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-03-30,23251.806,91.836,1048.485,2.399,11673029,10.202,6885.829
COL,South America,Colombia,2021-03-30,47122.545,156.28,1243.149,3.459,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-03-30,18552.621,124.752,951.082,1.927,17643060,66.939,10581.936
PER,South America,Peru,2021-03-30,46497.882,0,4320.717,15.892,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-03-31,23336.788,84.982,1050.027,1.542,11673029,10.202,6885.829
COL,South America,Colombia,2021-03-31,47292.465,169.92,1246.431,3.282,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-03-31,18633.672,81.052,954.88,3.798,17643060,66.939,10581.936
PER,South America,Peru,2021-03-31,46973.621,475.739,4349.65,28.934,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-04-01,23415.259,78.471,1051.998,1.97,11673029,10.202,6885.829
COL,South America,Colombia,2021-04-01,47517.472,225.007,1250.204,3.773,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-04-01,18726.23,92.558,956.58,1.7,17643060,66.939,10581.936
PER,South America,Peru,2021-04-01,47365.349,391.728,4370.577,20.927,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-04-02,23468.373,53.114,1054.139,2.142,11673029,10.202,6885.829
COL,South America,Colombia,2021-04-02,47718.364,200.893,1253.408,3.203,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-04-02,18819.751,93.521,958.451,1.87,17643060,66.939,10581.936
PER,South America,Peru,2021-04-02,47566.187,200.838,4388.532,17.955,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-04-03,23512.92,44.547,1055.082,0.942,11673029,10.202,6885.829
COL,South America,Colombia,2021-04-03,47898.169,179.805,1256.454,3.046,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-04-03,18884.196,64.445,959.527,1.077,17643060,66.939,10581.936
PER,South America,Peru,2021-04-03,47736.514,170.327,4419.68,31.148,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-04-04,23552.927,40.007,1055.767,0.685,11673029,10.202,6885.829
COL,South America,Colombia,2021-04-04,48075.479,177.309,1259.638,3.184,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-04-04,19026.235,142.039,961.058,1.53,17643060,66.939,10581.936
PER,South America,Peru,2021-04-04,47991.459,254.945,4440.971,21.291,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-04-05,23592.163,39.236,1057.48,1.713,11673029,10.202,6885.829
COL,South America,Colombia,2021-04-05,48275.742,200.264,1263.549,3.911,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-04-05,19088.355,62.121,962.815,1.757,17643060,66.939,10581.936
PER,South America,Peru,2021-04-05,48229.298,237.839,4456.56,15.589,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-04-06,23720.493,128.33,1059.365,1.885,11673029,10.202,6885.829
COL,South America,Colombia,2021-04-06,48508.178,232.436,1268.088,4.54,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-04-06,19140.784,52.429,963.778,0.964,17643060,66.939,10581.936
PER,South America,Peru,2021-04-06,48229.298,0,4480.611,24.051,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-04-07,23812.671,92.178,1060.993,1.628,11673029,10.202,6885.829
COL,South America,Colombia,2021-04-07,48731.849,223.67,1272.864,4.776,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-04-07,19248.588,107.804,966.782,3.004,17643060,66.939,10581.936
PER,South America,Peru,2021-04-07,48483.576,254.278,4503.751,23.141,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-04-08,23918.985,106.313,1063.306,2.313,11673029,10.202,6885.829
COL,South America,Colombia,2021-04-08,48976.803,244.955,1277.718,4.854,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-04-08,19362.798,114.209,970.07,3.287,17643060,66.939,10581.936
PER,South America,Peru,2021-04-08,49068.044,584.468,4526.316,22.565,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-04-09,24042.517,123.533,1064.677,1.371,11673029,10.202,6885.829
COL,South America,Colombia,2021-04-09,49215.096,238.292,1283.005,5.287,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-04-09,19422.821,60.024,972.507,2.437,17643060,66.939,10581.936
PER,South America,Peru,2021-04-09,49391.199,323.154,4549.851,23.535,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-04-10,24121.417,78.9,1065.876,1.199,11673029,10.202,6885.829
COL,South America,Colombia,2021-04-10,49500.241,285.145,1289.392,6.387,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-04-10,19547.459,124.638,979.139,6.632,17643060,66.939,10581.936
PER,South America,Peru,2021-04-10,49732.338,341.14,4575.146,25.294,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-04-11,24166.392,44.975,1066.647,0.771,11673029,10.202,6885.829
COL,South America,Colombia,2021-04-11,49843.834,343.593,1294.915,5.522,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-04-11,19657.418,109.958,980.159,1.02,17643060,66.939,10581.936
PER,South America,Peru,2021-04-11,49972.756,240.417,4606.566,31.421,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-04-12,24251.118,84.725,1068.189,1.542,11673029,10.202,6885.829
COL,South America,Colombia,2021-04-12,50172.805,328.971,1300.162,5.247,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-04-12,19671.758,14.34,980.442,0.283,17643060,66.939,10581.936
PER,South America,Peru,2021-04-12,50143.386,170.63,4633.923,27.357,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-04-13,24345.266,94.149,1070.502,2.313,11673029,10.202,6885.829
COL,South America,Colombia,2021-04-13,50494.661,321.857,1306.569,6.407,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-04-13,19701.174,29.417,983.446,3.004,17643060,66.939,10581.936
PER,South America,Peru,2021-04-13,50337.097,193.711,4656.639,22.716,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-04-14,24440.186,94.92,1072.472,1.97,11673029,10.202,6885.829
COL,South America,Colombia,2021-04-14,50818.68,324.019,1313.192,6.623,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-04-14,19868.379,167.205,986.223,2.777,17643060,66.939,10581.936
PER,South America,Peru,2021-04-14,50580.638,243.541,4683.663,27.023,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-04-15,24510.69,70.504,1079.668,7.196,11673029,10.202,6885.829
COL,South America,Colombia,2021-04-15,51151.169,332.489,1320.66,7.468,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-04-15,20145.655,277.276,991.268,5.044,17643060,66.939,10581.936
PER,South America,Peru,2021-04-15,50580.638,0,4697.493,13.83,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-04-16,24617.432,106.742,1081.553,1.885,11673029,10.202,6885.829
COL,South America,Colombia,2021-04-16,51479.433,328.264,1327.834,7.173,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-04-16,20175.865,30.21,993.478,2.211,17643060,66.939,10581.936
PER,South America,Peru,2021-04-16,50984.801,404.163,4720.3,22.807,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-04-17,24617.432,0,1081.553,0,11673029,10.202,6885.829
COL,South America,Colombia,2021-04-17,51806.733,327.301,1335.046,7.213,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-04-17,20300.163,124.298,999.883,6.405,17643060,66.939,10581.936
PER,South America,Peru,2021-04-17,51487.138,502.338,4755.876,35.576,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-04-18,24763.581,146.149,1083.523,1.97,11673029,10.202,6885.829
COL,South America,Colombia,2021-04-18,52138.299,331.565,1342.848,7.802,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-04-18,20435.571,135.407,1003.397,3.514,17643060,66.939,10581.936
PER,South America,Peru,2021-04-18,51487.138,0,4769.008,13.132,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-04-19,24874.606,111.025,1085.065,1.542,11673029,10.202,6885.829
COL,South America,Colombia,2021-04-19,52417.155,278.856,1351.103,8.254,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-04-19,20436.534,0.964,1003.397,0,17643060,66.939,10581.936
PER,South America,Peru,2021-04-19,51795.31,308.172,4803.007,33.999,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-04-20,24987.088,112.482,1087.55,2.484,11673029,10.202,6885.829
COL,South America,Colombia,2021-04-20,52750.567,333.413,1359.534,8.431,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-04-20,20470.032,33.498,1005.721,2.324,17643060,66.939,10581.936
PER,South America,Peru,2021-04-20,52138.057,342.747,4818.929,15.923,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-04-21,25105.823,118.735,1090.634,3.084,11673029,10.202,6885.829
COL,South America,Colombia,2021-04-21,53088.834,338.267,1367.768,8.235,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-04-21,20565.764,95.732,1009.122,3.401,17643060,66.939,10581.936
PER,South America,Peru,2021-04-21,52138.057,0,4844.436,25.507,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-04-22,25219.761,113.938,1092.947,2.313,11673029,10.202,6885.829
COL,South America,Colombia,2021-04-22,53468.255,379.42,1376.219,8.451,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-04-22,20710.296,144.533,1018.247,9.125,17643060,66.939,10581.936
PER,South America,Peru,2021-04-22,52608.701,470.644,4868.426,23.99,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-04-23,25348.348,128.587,1095.089,2.142,11673029,10.202,6885.829
COL,South America,Colombia,2021-04-23,53859.84,391.586,1384.473,8.254,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-04-23,21045.442,335.146,1023.745,5.498,17643060,66.939,10581.936
PER,South America,Peru,2021-04-23,52943.805,335.104,4905.852,37.426,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-04-24,25459.116,110.768,1097.573,2.484,11673029,10.202,6885.829
COL,South America,Colombia,2021-04-24,54188.634,328.794,1393.121,8.647,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-04-24,21127.514,82.072,1029.187,5.441,17643060,66.939,10581.936
PER,South America,Peru,2021-04-24,53201.45,257.644,4918.439,12.586,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-04-25,25499.722,40.606,1098.601,1.028,11673029,10.202,6885.829
COL,South America,Colombia,2021-04-25,54526.469,337.835,1402.259,9.139,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-04-25,21161.975,34.461,1030.263,1.077,17643060,66.939,10581.936
PER,South America,Peru,2021-04-25,53426.642,225.192,4949.859,31.421,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-04-26,25595.584,95.862,1101.771,3.17,11673029,10.202,6885.829
COL,South America,Colombia,2021-04-26,54778.794,252.325,1411.064,8.805,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-04-26,21242.063,80.088,1037.235,6.972,17643060,66.939,10581.936
PER,South America,Peru,2021-04-26,53627.146,200.504,4973.031,23.171,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-04-27,25722.372,126.788,1103.827,2.056,11673029,10.202,6885.829
COL,South America,Colombia,2021-04-27,55124.254,345.46,1419.633,8.569,50882884,44.223,13254.949
ECU,South America,Ecuador,2021-04-27,21273.464,31.4,1042.28,5.044,17643060,66.939,10581.936
PER,South America,Peru,2021-04-27,53627.146,0,4987.073,14.042,32971846,25.129,12236.706
BOL,South America,Bolivia,2021-04-28,25857.128,134.755,1106.825,2.998,11673029,10.202,6885.829
