continent,location,date,total_cases,new_cases,total_deaths,new_deaths,reproduction_rate,hosp_patients,population,gdp_per_capita,extreme_poverty
South America,Bolivia,2020-03-11,2,2,,,,,11673029,6885.829,7.1
South America,Bolivia,2020-03-12,2,0,,,,,11673029,6885.829,7.1
South America,Bolivia,2020-03-13,3,1,,,,,11673029,6885.829,7.1
South America,Bolivia,2020-03-14,10,7,,,,,11673029,6885.829,7.1
South America,Bolivia,2020-03-15,10,0,,,,,11673029,6885.829,7.1
South America,Bolivia,2020-03-16,11,1,,,,,11673029,6885.829,7.1
South America,Bolivia,2020-03-17,11,0,,,,,11673029,6885.829,7.1
South America,Bolivia,2020-03-18,12,1,,,,,11673029,6885.829,7.1
South America,Bolivia,2020-03-19,12,0,,,,,11673029,6885.829,7.1
South America,Bolivia,2020-03-20,15,3,,,,,11673029,6885.829,7.1
South America,Bolivia,2020-03-21,19,4,,,,,11673029,6885.829,7.1
South America,Bolivia,2020-03-22,24,5,,,,,11673029,6885.829,7.1
South America,Bolivia,2020-03-23,27,3,,,,,11673029,6885.829,7.1
South America,Bolivia,2020-03-24,29,2,,,,,11673029,6885.829,7.1
South America,Bolivia,2020-03-25,32,3,,,,,11673029,6885.829,7.1
South America,Bolivia,2020-03-26,43,11,,,,,11673029,6885.829,7.1
South America,Bolivia,2020-03-27,61,18,,,,,11673029,6885.829,7.1
South America,Bolivia,2020-03-28,74,13,,,,,11673029,6885.829,7.1
South America,Bolivia,2020-03-29,81,7,1,1,,,11673029,6885.829,7.1
South America,Bolivia,2020-03-30,97,16,4,3,,,11673029,6885.829,7.1
South America,Bolivia,2020-03-31,107,10,6,2,,,11673029,6885.829,7.1
South America,Bolivia,2020-04-01,115,8,7,1,1.16,,11673029,6885.829,7.1
South America,Bolivia,2020-04-02,123,8,8,1,1.16,,11673029,6885.829,7.1
South America,Bolivia,2020-04-03,132,9,9,1,1.18,,11673029,6885.829,7.1
South America,Bolivia,2020-04-04,139,7,10,1,1.21,,11673029,6885.829,7.1
South America,Bolivia,2020-04-05,157,18,10,0,1.24,,11673029,6885.829,7.1
South America,Bolivia,2020-04-06,183,26,11,1,1.27,,11673029,6885.829,7.1
South America,Bolivia,2020-04-07,194,11,14,3,1.29,,11673029,6885.829,7.1
South America,Bolivia,2020-04-08,210,16,15,1,1.31,,11673029,6885.829,7.1
South America,Bolivia,2020-04-09,264,54,18,3,1.33,,11673029,6885.829,7.1
South America,Bolivia,2020-04-10,268,4,19,1,1.33,,11673029,6885.829,7.1
South America,Bolivia,2020-04-11,275,7,20,1,1.34,,11673029,6885.829,7.1
South America,Bolivia,2020-04-12,300,25,24,4,1.36,,11673029,6885.829,7.1
South America,Bolivia,2020-04-13,330,30,27,3,1.38,,11673029,6885.829,7.1
South America,Bolivia,2020-04-14,354,24,28,1,1.4,,11673029,6885.829,7.1
South America,Bolivia,2020-04-15,397,43,28,0,1.42,,11673029,6885.829,7.1
South America,Bolivia,2020-04-16,441,44,29,1,1.42,,11673029,6885.829,7.1
South America,Bolivia,2020-04-17,465,24,31,2,1.42,,11673029,6885.829,7.1
South America,Bolivia,2020-04-18,493,28,31,0,1.43,,11673029,6885.829,7.1
South America,Bolivia,2020-04-19,520,27,32,1,1.44,,11673029,6885.829,7.1
South America,Bolivia,2020-04-20,564,44,33,1,1.46,,11673029,6885.829,7.1
South America,Bolivia,2020-04-21,598,34,34,1,1.48,,11673029,6885.829,7.1
South America,Bolivia,2020-04-22,609,11,37,3,1.5,,11673029,6885.829,7.1
South America,Bolivia,2020-04-23,703,94,43,6,1.52,,11673029,6885.829,7.1
South America,Bolivia,2020-04-24,807,104,44,1,1.53,,11673029,6885.829,7.1
South America,Bolivia,2020-04-25,866,59,46,2,1.53,,11673029,6885.829,7.1
South America,Bolivia,2020-04-26,950,84,50,4,1.52,,11673029,6885.829,7.1
South America,Bolivia,2020-04-27,1014,64,53,3,1.51,,11673029,6885.829,7.1
South America,Bolivia,2020-04-28,1053,39,55,2,1.5,,11673029,6885.829,7.1
South America,Bolivia,2020-04-29,1110,57,59,4,1.51,,11673029,6885.829,7.1
South America,Bolivia,2020-04-30,1167,57,62,3,1.51,,11673029,6885.829,7.1
South America,Bolivia,2020-05-01,1229,62,66,4,1.53,,11673029,6885.829,7.1
South America,Bolivia,2020-05-02,1470,241,71,5,1.55,,11673029,6885.829,7.1
South America,Bolivia,2020-05-03,1594,124,76,5,1.54,,11673029,6885.829,7.1
South America,Bolivia,2020-05-04,1681,87,82,6,1.52,,11673029,6885.829,7.1
South America,Bolivia,2020-05-05,1802,121,86,4,1.51,,11673029,6885.829,7.1
South America,Bolivia,2020-05-06,1886,84,91,5,1.5,,11673029,6885.829,7.1
South America,Bolivia,2020-05-07,2081,195,102,11,1.5,,11673029,6885.829,7.1
South America,Bolivia,2020-05-08,2266,185,106,4,1.49,,11673029,6885.829,7.1
South America,Bolivia,2020-05-09,2437,171,114,8,1.48,,11673029,6885.829,7.1
South America,Bolivia,2020-05-10,2556,119,118,4,1.47,,11673029,6885.829,7.1
South America,Bolivia,2020-05-11,2831,275,122,4,1.47,,11673029,6885.829,7.1
South America,Bolivia,2020-05-12,2964,133,128,6,1.45,,11673029,6885.829,7.1
South America,Bolivia,2020-05-13,3148,184,142,14,1.44,,11673029,6885.829,7.1
South America,Bolivia,2020-05-14,3372,224,152,10,1.44,,11673029,6885.829,7.1
South America,Bolivia,2020-05-15,3577,205,164,12,1.43,,11673029,6885.829,7.1
South America,Bolivia,2020-05-16,3826,249,165,1,1.43,,11673029,6885.829,7.1
South America,Bolivia,2020-05-17,4088,262,169,4,1.43,,11673029,6885.829,7.1
South America,Bolivia,2020-05-18,4263,175,174,5,1.42,,11673029,6885.829,7.1
South America,Bolivia,2020-05-19,4481,218,189,15,1.42,,11673029,6885.829,7.1
South America,Bolivia,2020-05-20,4919,438,199,10,1.43,,11673029,6885.829,7.1
South America,Bolivia,2020-05-21,5187,268,215,16,1.42,,11673029,6885.829,7.1
South America,Bolivia,2020-05-22,5579,392,230,15,1.42,,11673029,6885.829,7.1
South America,Bolivia,2020-05-23,5915,336,240,10,1.41,,11673029,6885.829,7.1
South America,Bolivia,2020-05-24,6263,348,250,10,1.41,,11673029,6885.829,7.1
South America,Bolivia,2020-05-25,6660,397,261,11,1.41,,11673029,6885.829,7.1
South America,Bolivia,2020-05-26,7136,476,274,13,1.4,,11673029,6885.829,7.1
South America,Bolivia,2020-05-27,7768,632,280,6,1.39,,11673029,6885.829,7.1
South America,Bolivia,2020-05-28,8387,619,293,13,1.37,,11673029,6885.829,7.1
South America,Bolivia,2020-05-29,8731,344,300,7,1.36,,11673029,6885.829,7.1
South America,Bolivia,2020-05-30,9592,861,310,10,1.34,,11673029,6885.829,7.1
South America,Bolivia,2020-05-31,9982,390,313,3,1.32,,11673029,6885.829,7.1
South America,Bolivia,2020-06-01,10531,549,343,30,1.31,,11673029,6885.829,7.1
South America,Bolivia,2020-06-02,10991,460,376,33,1.29,,11673029,6885.829,7.1
South America,Bolivia,2020-06-03,11638,647,400,24,1.27,,11673029,6885.829,7.1
South America,Bolivia,2020-06-04,12245,607,415,15,1.26,,11673029,6885.829,7.1
South America,Bolivia,2020-06-05,12728,483,427,12,1.25,,11673029,6885.829,7.1
South America,Bolivia,2020-06-06,13358,630,454,27,1.24,,11673029,6885.829,7.1
South America,Bolivia,2020-06-07,13643,285,465,11,1.23,,11673029,6885.829,7.1
South America,Bolivia,2020-06-08,13949,306,475,10,1.23,,11673029,6885.829,7.1
South America,Bolivia,2020-06-09,14644,695,487,12,1.24,,11673029,6885.829,7.1
South America,Bolivia,2020-06-10,15281,637,512,25,1.24,,11673029,6885.829,7.1
South America,Bolivia,2020-06-11,16165,884,533,21,1.24,,11673029,6885.829,7.1
South America,Bolivia,2020-06-12,16929,764,559,26,1.24,,11673029,6885.829,7.1
South America,Bolivia,2020-06-13,17842,913,585,26,1.24,,11673029,6885.829,7.1
South America,Bolivia,2020-06-14,18459,617,611,26,1.23,,11673029,6885.829,7.1
South America,Bolivia,2020-06-15,19073,614,632,21,1.23,,11673029,6885.829,7.1
South America,Bolivia,2020-06-16,19883,810,659,27,1.22,,11673029,6885.829,7.1
South America,Bolivia,2020-06-17,20685,802,679,20,1.22,,11673029,6885.829,7.1
South America,Bolivia,2020-06-18,21499,814,697,18,1.22,,11673029,6885.829,7.1
South America,Bolivia,2020-06-19,22476,977,715,18,1.22,,11673029,6885.829,7.1
South America,Bolivia,2020-06-20,23512,1036,740,25,1.21,,11673029,6885.829,7.1
South America,Bolivia,2020-06-21,24388,876,773,33,1.21,,11673029,6885.829,7.1
South America,Bolivia,2020-06-22,25493,1105,820,47,1.2,,11673029,6885.829,7.1
South America,Bolivia,2020-06-23,26389,896,846,26,1.19,,11673029,6885.829,7.1
South America,Bolivia,2020-06-24,27487,1098,876,30,1.19,,11673029,6885.829,7.1
South America,Bolivia,2020-06-25,28503,1016,913,37,1.18,,11673029,6885.829,7.1
South America,Bolivia,2020-06-26,29423,920,934,21,1.17,,11673029,6885.829,7.1
South America,Bolivia,2020-06-27,30676,1253,970,36,1.17,,11673029,6885.829,7.1
South America,Bolivia,2020-06-28,31524,848,1014,44,1.16,,11673029,6885.829,7.1
South America,Bolivia,2020-06-29,32125,601,1071,57,1.16,,11673029,6885.829,7.1
South America,Bolivia,2020-06-30,33219,1094,1123,52,1.16,,11673029,6885.829,7.1
South America,Bolivia,2020-07-01,34227,1008,1201,78,1.16,,11673029,6885.829,7.1
South America,Bolivia,2020-07-02,35528,1301,1271,70,1.16,,11673029,6885.829,7.1
South America,Bolivia,2020-07-03,36818,1290,1320,49,1.16,,11673029,6885.829,7.1
South America,Bolivia,2020-07-04,38071,1253,1378,58,1.15,,11673029,6885.829,7.1
South America,Bolivia,2020-07-05,39297,1226,1434,56,1.15,,11673029,6885.829,7.1
South America,Bolivia,2020-07-06,40509,1212,1476,42,1.15,,11673029,6885.829,7.1
South America,Bolivia,2020-07-07,41545,1036,1530,54,1.14,,11673029,6885.829,7.1
South America,Bolivia,2020-07-08,42984,1439,1577,47,1.14,,11673029,6885.829,7.1
South America,Bolivia,2020-07-09,44113,1129,1638,61,1.14,,11673029,6885.829,7.1
South America,Bolivia,2020-07-10,45565,1452,1702,64,1.14,,11673029,6885.829,7.1
South America,Bolivia,2020-07-11,47200,1635,1754,52,1.13,,11673029,6885.829,7.1
South America,Bolivia,2020-07-12,48187,987,1807,53,1.13,,11673029,6885.829,7.1
South America,Bolivia,2020-07-13,49250,1063,1866,59,1.13,,11673029,6885.829,7.1
South America,Bolivia,2020-07-14,50867,1617,1898,32,1.13,,11673029,6885.829,7.1
South America,Bolivia,2020-07-15,52218,1351,1942,44,1.13,,11673029,6885.829,7.1
South America,Bolivia,2020-07-16,54156,1938,1984,42,1.12,,11673029,6885.829,7.1
South America,Bolivia,2020-07-17,56102,1946,2049,65,1.12,,11673029,6885.829,7.1
South America,Bolivia,2020-07-18,58138,2036,2106,57,1.11,,11673029,6885.829,7.1
South America,Bolivia,2020-07-19,59582,1444,2151,45,1.1,,11673029,6885.829,7.1
South America,Bolivia,2020-07-20,60991,1409,2218,67,1.08,,11673029,6885.829,7.1
South America,Bolivia,2020-07-21,62357,1366,2273,55,1.07,,11673029,6885.829,7.1
South America,Bolivia,2020-07-22,64135,1778,2328,55,1.06,,11673029,6885.829,7.1
South America,Bolivia,2020-07-23,65252,1117,2407,79,1.05,,11673029,6885.829,7.1
South America,Bolivia,2020-07-24,66456,1204,2473,66,1.04,,11673029,6885.829,7.1
South America,Bolivia,2020-07-25,68281,1825,2535,62,1.04,,11673029,6885.829,7.1
South America,Bolivia,2020-07-26,69429,1148,2583,48,1.04,,11673029,6885.829,7.1
South America,Bolivia,2020-07-27,71181,1752,2647,64,1.03,,11673029,6885.829,7.1
South America,Bolivia,2020-07-28,72327,1146,2720,73,1.03,,11673029,6885.829,7.1
South America,Bolivia,2020-07-29,73534,1207,2808,88,1.02,,11673029,6885.829,7.1
South America,Bolivia,2020-07-30,75234,1700,2894,86,1.02,,11673029,6885.829,7.1
South America,Bolivia,2020-07-31,76789,1555,2977,83,1.02,,11673029,6885.829,7.1
South America,Bolivia,2020-08-01,78793,2004,3064,87,1.02,,11673029,6885.829,7.1
South America,Bolivia,2020-08-02,80153,1360,3153,89,1.02,,11673029,6885.829,7.1
South America,Bolivia,2020-08-03,81846,1693,3228,75,1.01,,11673029,6885.829,7.1
South America,Bolivia,2020-08-04,83361,1515,3320,92,1,,11673029,6885.829,7.1
South America,Bolivia,2020-08-05,85141,1780,3385,65,0.99,,11673029,6885.829,7.1
South America,Bolivia,2020-08-06,86423,1282,3465,80,0.98,,11673029,6885.829,7.1
South America,Bolivia,2020-08-07,87891,1468,3524,59,0.98,,11673029,6885.829,7.1
South America,Bolivia,2020-08-08,89055,1164,3587,63,0.97,,11673029,6885.829,7.1
South America,Bolivia,2020-08-09,89999,944,3640,53,0.97,,11673029,6885.829,7.1
South America,Bolivia,2020-08-10,91635,1636,3712,72,0.97,,11673029,6885.829,7.1
South America,Bolivia,2020-08-11,93328,1693,3761,49,0.97,,11673029,6885.829,7.1
South America,Bolivia,2020-08-12,95071,1743,3827,66,0.96,,11673029,6885.829,7.1
South America,Bolivia,2020-08-13,96459,1388,3884,57,0.95,,11673029,6885.829,7.1
South America,Bolivia,2020-08-14,97950,1491,3939,55,0.94,,11673029,6885.829,7.1
South America,Bolivia,2020-08-15,99146,1196,4003,64,0.94,,11673029,6885.829,7.1
South America,Bolivia,2020-08-16,100344,1198,4058,55,0.93,,11673029,6885.829,7.1
South America,Bolivia,2020-08-17,101223,879,4123,65,0.93,,11673029,6885.829,7.1
South America,Bolivia,2020-08-18,103019,1796,4172,49,0.92,,11673029,6885.829,7.1
South America,Bolivia,2020-08-19,105050,2031,4233,61,0.91,,11673029,6885.829,7.1
South America,Bolivia,2020-08-20,106065,1015,4305,72,0.9,,11673029,6885.829,7.1
South America,Bolivia,2020-08-21,107435,1370,4366,61,0.89,,11673029,6885.829,7.1
South America,Bolivia,2020-08-22,108427,992,4442,76,0.88,,11673029,6885.829,7.1
South America,Bolivia,2020-08-23,109149,722,4509,67,0.87,,11673029,6885.829,7.1
South America,Bolivia,2020-08-24,110148,999,4578,69,0.86,,11673029,6885.829,7.1
South America,Bolivia,2020-08-25,110999,851,4664,86,0.86,,11673029,6885.829,7.1
South America,Bolivia,2020-08-26,112094,1095,4726,62,0.85,,11673029,6885.829,7.1
South America,Bolivia,2020-08-27,113129,1035,4791,65,0.85,,11673029,6885.829,7.1
South America,Bolivia,2020-08-28,114409,1280,4846,55,0.85,,11673029,6885.829,7.1
South America,Bolivia,2020-08-29,115354,945,4938,92,0.84,,11673029,6885.829,7.1
South America,Bolivia,2020-08-30,115968,614,4966,28,0.84,,11673029,6885.829,7.1
South America,Bolivia,2020-08-31,116598,630,5027,61,0.84,,11673029,6885.829,7.1
South America,Bolivia,2020-09-01,117267,669,5101,74,0.83,,11673029,6885.829,7.1
South America,Bolivia,2020-09-02,117928,661,5203,102,0.84,,11673029,6885.829,7.1
South America,Bolivia,2020-09-03,118781,853,5288,85,0.84,,11673029,6885.829,7.1
South America,Bolivia,2020-09-04,119580,799,5343,55,0.84,,11673029,6885.829,7.1
South America,Bolivia,2020-09-05,120241,661,5398,55,0.85,,11673029,6885.829,7.1
South America,Bolivia,2020-09-06,120769,528,5398,0,0.86,,11673029,6885.829,7.1
South America,Bolivia,2020-09-07,121604,835,7054,1656,0.86,,11673029,6885.829,7.1
South America,Bolivia,2020-09-08,122308,704,7097,43,0.87,,11673029,6885.829,7.1
South America,Bolivia,2020-09-09,123345,1037,7146,49,0.87,,11673029,6885.829,7.1
South America,Bolivia,2020-09-10,124205,860,7193,47,0.87,,11673029,6885.829,7.1
South America,Bolivia,2020-09-11,125172,967,7250,57,0.87,,11673029,6885.829,7.1
South America,Bolivia,2020-09-12,125982,810,7297,47,0.86,,11673029,6885.829,7.1
South America,Bolivia,2020-09-13,126791,809,7344,47,0.86,,11673029,6885.829,7.1
South America,Bolivia,2020-09-14,127619,828,7394,50,0.85,,11673029,6885.829,7.1
South America,Bolivia,2020-09-15,128286,667,7447,53,0.83,,11673029,6885.829,7.1
South America,Bolivia,2020-09-16,128872,586,7478,31,0.82,,11673029,6885.829,7.1
South America,Bolivia,2020-09-17,129419,547,7511,33,0.81,,11673029,6885.829,7.1
South America,Bolivia,2020-09-18,130051,632,7550,39,0.8,,11673029,6885.829,7.1
South America,Bolivia,2020-09-19,130470,419,7586,36,0.8,,11673029,6885.829,7.1
South America,Bolivia,2020-09-20,130676,206,7617,31,0.79,,11673029,6885.829,7.1
South America,Bolivia,2020-09-21,130986,310,7654,37,0.79,,11673029,6885.829,7.1
South America,Bolivia,2020-09-22,131453,467,7693,39,0.8,,11673029,6885.829,7.1
South America,Bolivia,2020-09-23,131990,537,7731,38,0.8,,11673029,6885.829,7.1
South America,Bolivia,2020-09-24,132618,628,7765,34,0.8,,11673029,6885.829,7.1
South America,Bolivia,2020-09-25,133222,604,7800,35,0.8,,11673029,6885.829,7.1
South America,Bolivia,2020-09-26,133592,370,7828,28,0.8,,11673029,6885.829,7.1
South America,Bolivia,2020-09-27,133901,309,7858,30,0.8,,11673029,6885.829,7.1
South America,Bolivia,2020-09-28,134223,322,7900,42,0.8,,11673029,6885.829,7.1
South America,Bolivia,2020-09-29,134641,418,7931,31,0.8,,11673029,6885.829,7.1
South America,Bolivia,2020-09-30,135311,670,7965,34,0.79,,11673029,6885.829,7.1
South America,Bolivia,2020-10-01,135716,405,8001,36,0.79,,11673029,6885.829,7.1
South America,Bolivia,2020-10-02,136219,503,8045,44,0.78,,11673029,6885.829,7.1
South America,Bolivia,2020-10-03,136569,350,8073,28,0.77,,11673029,6885.829,7.1
South America,Bolivia,2020-10-04,136868,299,8101,28,0.76,,11673029,6885.829,7.1
South America,Bolivia,2020-10-05,137107,239,8129,28,0.75,,11673029,6885.829,7.1
South America,Bolivia,2020-10-06,137468,361,8156,27,0.74,,11673029,6885.829,7.1
South America,Bolivia,2020-10-07,137706,238,8192,36,0.73,,11673029,6885.829,7.1
South America,Bolivia,2020-10-08,137969,263,8228,36,0.73,,11673029,6885.829,7.1
South America,Bolivia,2020-10-09,138226,257,8262,34,0.73,,11673029,6885.829,7.1
South America,Bolivia,2020-10-10,138463,237,8292,30,0.72,,11673029,6885.829,7.1
South America,Bolivia,2020-10-11,138574,111,8308,16,0.72,,11673029,6885.829,7.1
South America,Bolivia,2020-10-12,138695,121,8326,18,0.72,,11673029,6885.829,7.1
South America,Bolivia,2020-10-13,138922,227,8351,25,0.73,,11673029,6885.829,7.1
South America,Bolivia,2020-10-14,139141,219,8377,26,0.73,,11673029,6885.829,7.1
South America,Bolivia,2020-10-15,139319,178,8407,30,0.73,,11673029,6885.829,7.1
South America,Bolivia,2020-10-16,139562,243,8439,32,0.74,,11673029,6885.829,7.1
South America,Bolivia,2020-10-17,139710,148,8463,24,0.74,,11673029,6885.829,7.1
South America,Bolivia,2020-10-18,139771,61,8481,18,0.75,,11673029,6885.829,7.1
South America,Bolivia,2020-10-19,139890,119,8502,21,0.76,,11673029,6885.829,7.1
South America,Bolivia,2020-10-20,140037,147,8526,24,0.76,,11673029,6885.829,7.1
South America,Bolivia,2020-10-21,140228,191,8558,32,0.77,,11673029,6885.829,7.1
South America,Bolivia,2020-10-22,140445,217,8584,26,0.78,,11673029,6885.829,7.1
South America,Bolivia,2020-10-23,140612,167,8608,24,0.79,,11673029,6885.829,7.1
South America,Bolivia,2020-10-24,140779,167,8627,19,0.8,,11673029,6885.829,7.1
South America,Bolivia,2020-10-25,140853,74,8645,18,0.8,,11673029,6885.829,7.1
South America,Bolivia,2020-10-26,140952,99,8658,13,0.81,,11673029,6885.829,7.1
South America,Bolivia,2020-10-27,141124,172,8672,14,0.81,,11673029,6885.829,7.1
South America,Bolivia,2020-10-28,141321,197,8694,22,0.82,,11673029,6885.829,7.1
South America,Bolivia,2020-10-29,141484,163,8705,11,0.82,,11673029,6885.829,7.1
South America,Bolivia,2020-10-30,141631,147,8715,10,0.82,,11673029,6885.829,7.1
South America,Bolivia,2020-10-31,141757,126,8725,10,0.82,,11673029,6885.829,7.1
South America,Bolivia,2020-11-01,141833,76,8731,6,0.82,,11673029,6885.829,7.1
South America,Bolivia,2020-11-02,141867,34,8741,10,0.82,,11673029,6885.829,7.1
South America,Bolivia,2020-11-03,141936,69,8751,10,0.83,,11673029,6885.829,7.1
South America,Bolivia,2020-11-04,142062,126,8758,7,0.84,,11673029,6885.829,7.1
South America,Bolivia,2020-11-05,142201,139,8768,10,0.86,,11673029,6885.829,7.1
South America,Bolivia,2020-11-06,142343,142,8781,13,0.87,,11673029,6885.829,7.1
South America,Bolivia,2020-11-07,142427,84,8790,9,0.88,,11673029,6885.829,7.1
South America,Bolivia,2020-11-08,142475,48,8795,5,0.89,,11673029,6885.829,7.1
South America,Bolivia,2020-11-09,142561,86,8802,7,0.9,,11673029,6885.829,7.1
South America,Bolivia,2020-11-10,142664,103,8808,6,0.92,,11673029,6885.829,7.1
South America,Bolivia,2020-11-11,142776,112,8818,10,0.93,,11673029,6885.829,7.1
South America,Bolivia,2020-11-12,142889,113,8825,7,0.94,,11673029,6885.829,7.1
South America,Bolivia,2020-11-13,143069,180,8835,10,0.96,,11673029,6885.829,7.1
South America,Bolivia,2020-11-14,143181,112,8841,6,0.97,,11673029,6885.829,7.1
South America,Bolivia,2020-11-15,143246,65,8849,8,0.97,,11673029,6885.829,7.1
South America,Bolivia,2020-11-16,143371,125,8859,10,0.98,,11673029,6885.829,7.1
South America,Bolivia,2020-11-17,143473,102,8866,7,0.98,,11673029,6885.829,7.1
South America,Bolivia,2020-11-18,143569,96,8875,9,0.98,,11673029,6885.829,7.1
South America,Bolivia,2020-11-19,143756,187,8889,14,0.99,,11673029,6885.829,7.1
South America,Bolivia,2020-11-20,143854,98,8900,11,1,,11673029,6885.829,7.1
South America,Bolivia,2020-11-21,143922,68,8904,4,1,,11673029,6885.829,7.1
South America,Bolivia,2020-11-22,143978,56,8907,3,1.01,,11673029,6885.829,7.1
South America,Bolivia,2020-11-23,144034,56,8916,9,1.03,,11673029,6885.829,7.1
South America,Bolivia,2020-11-24,144147,113,8928,12,1.04,,11673029,6885.829,7.1
South America,Bolivia,2020-11-25,144276,129,8933,5,1.06,,11673029,6885.829,7.1
South America,Bolivia,2020-11-26,144390,114,8939,6,1.07,,11673029,6885.829,7.1
South America,Bolivia,2020-11-27,144494,104,8943,4,1.09,,11673029,6885.829,7.1
South America,Bolivia,2020-11-28,144592,98,8949,6,1.11,,11673029,6885.829,7.1
South America,Bolivia,2020-11-29,144622,30,8952,3,1.14,,11673029,6885.829,7.1
South America,Bolivia,2020-11-30,144708,86,8957,5,1.16,,11673029,6885.829,7.1
South America,Bolivia,2020-12-01,144810,102,8963,6,1.19,,11673029,6885.829,7.1
South America,Bolivia,2020-12-02,144994,184,8972,9,1.22,,11673029,6885.829,7.1
South America,Bolivia,2020-12-03,145186,192,8982,10,1.24,,11673029,6885.829,7.1
South America,Bolivia,2020-12-04,145325,139,8987,5,1.26,,11673029,6885.829,7.1
South America,Bolivia,2020-12-05,145492,167,8992,5,1.29,,11673029,6885.829,7.1
South America,Bolivia,2020-12-06,145560,68,8995,3,1.31,,11673029,6885.829,7.1
South America,Bolivia,2020-12-07,145657,97,8997,2,1.33,,11673029,6885.829,7.1
South America,Bolivia,2020-12-08,145846,189,9002,5,1.36,,11673029,6885.829,7.1
South America,Bolivia,2020-12-09,146060,214,9004,2,1.39,,11673029,6885.829,7.1
South America,Bolivia,2020-12-10,146385,325,9008,4,1.41,,11673029,6885.829,7.1
South America,Bolivia,2020-12-11,146697,312,9013,5,1.43,,11673029,6885.829,7.1
South America,Bolivia,2020-12-12,147030,333,9014,1,1.44,,11673029,6885.829,7.1
South America,Bolivia,2020-12-13,147150,120,9018,4,1.45,,11673029,6885.829,7.1
South America,Bolivia,2020-12-14,147345,195,9024,6,1.47,,11673029,6885.829,7.1
South America,Bolivia,2020-12-15,147716,371,9026,2,1.48,,11673029,6885.829,7.1
South America,Bolivia,2020-12-16,148214,498,9029,3,1.49,,11673029,6885.829,7.1
South America,Bolivia,2020-12-17,148665,451,9031,2,1.49,,11673029,6885.829,7.1
South America,Bolivia,2020-12-18,149149,484,9033,2,1.5,,11673029,6885.829,7.1
South America,Bolivia,2020-12-19,149770,621,9035,2,1.51,,11673029,6885.829,7.1
South America,Bolivia,2020-12-20,150023,253,9036,1,1.51,,11673029,6885.829,7.1
South America,Bolivia,2020-12-21,150385,362,9043,7,1.51,,11673029,6885.829,7.1
South America,Bolivia,2020-12-22,151059,674,9052,9,1.51,,11673029,6885.829,7.1
South America,Bolivia,2020-12-23,152064,1005,9065,13,1.51,,11673029,6885.829,7.1
South America,Bolivia,2020-12-24,153121,1057,9076,11,1.5,,11673029,6885.829,7.1
South America,Bolivia,2020-12-25,153590,469,9083,7,1.49,,11673029,6885.829,7.1
South America,Bolivia,2020-12-26,154349,759,9093,10,1.48,,11673029,6885.829,7.1
South America,Bolivia,2020-12-27,154843,494,9098,5,1.48,,11673029,6885.829,7.1
South America,Bolivia,2020-12-28,155594,751,9106,8,1.48,,11673029,6885.829,7.1
South America,Bolivia,2020-12-29,156887,1293,9135,29,1.47,,11673029,6885.829,7.1
South America,Bolivia,2020-12-30,158372,1485,9149,14,1.46,,11673029,6885.829,7.1
South America,Bolivia,2020-12-31,160124,1752,9165,16,1.44,,11673029,6885.829,7.1
South America,Bolivia,2021-01-01,160985,861,9175,10,1.42,,11673029,6885.829,7.1
South America,Bolivia,2021-01-02,162055,1070,9186,11,1.4,,11673029,6885.829,7.1
South America,Bolivia,2021-01-03,162661,606,9201,15,1.39,,11673029,6885.829,7.1
South America,Bolivia,2021-01-04,163671,1010,9219,18,1.38,,11673029,6885.829,7.1
South America,Bolivia,2021-01-05,165268,1597,9241,22,1.37,,11673029,6885.829,7.1
South America,Bolivia,2021-01-06,166981,1713,9287,46,1.36,,11673029,6885.829,7.1
South America,Bolivia,2021-01-07,168891,1910,9304,17,1.35,,11673029,6885.829,7.1
South America,Bolivia,2021-01-08,171154,2263,9328,24,1.34,,11673029,6885.829,7.1
South America,Bolivia,2021-01-09,172798,1644,9351,23,1.32,,11673029,6885.829,7.1
South America,Bolivia,2021-01-10,173896,1098,9376,25,1.3,,11673029,6885.829,7.1
South America,Bolivia,2021-01-11,175288,1392,9415,39,1.28,,11673029,6885.829,7.1
South America,Bolivia,2021-01-12,176761,1473,9454,39,1.27,,11673029,6885.829,7.1
South America,Bolivia,2021-01-13,178818,2057,9493,39,1.25,,11673029,6885.829,7.1
South America,Bolivia,2021-01-14,181016,2198,9530,37,1.24,,11673029,6885.829,7.1
South America,Bolivia,2021-01-15,183589,2573,9571,41,1.23,,11673029,6885.829,7.1
South America,Bolivia,2021-01-16,185680,2091,9596,25,1.22,,11673029,6885.829,7.1
South America,Bolivia,2021-01-17,187183,1503,9636,40,1.2,,11673029,6885.829,7.1
South America,Bolivia,2021-01-18,188733,1550,9680,44,1.19,,11673029,6885.829,7.1
South America,Bolivia,2021-01-19,191090,2357,9722,42,1.17,,11673029,6885.829,7.1
South America,Bolivia,2021-01-20,193745,2655,9764,42,1.15,,11673029,6885.829,7.1
South America,Bolivia,2021-01-21,196393,2648,9818,54,1.13,,11673029,6885.829,7.1
South America,Bolivia,2021-01-22,198257,1864,9871,53,1.11,,11673029,6885.829,7.1
South America,Bolivia,2021-01-23,199989,1732,9927,56,1.1,,11673029,6885.829,7.1
South America,Bolivia,2021-01-24,201037,1048,9985,58,1.09,,11673029,6885.829,7.1
