continent,location,date,total_cases,new_cases,total_deaths,new_deaths,reproduction_rate,hosp_patients,population,gdp_per_capita,extreme_poverty
South America,Peru,2021-03-18,1435598,0,134183,470,1.1,,32971846,12236.706,3.5
South America,Peru,2021-03-19,1451645,16047,135253,1070,1.1,,32971846,12236.706,3.5
South America,Peru,2021-03-20,1451645,0,135914,661,1.1,,32971846,12236.706,3.5
South America,Peru,2021-03-21,1466326,14681,136276,362,1.1,,32971846,12236.706,3.5
South America,Peru,2021-03-22,1466326,0,136818,542,1.09,,32971846,12236.706,3.5
South America,Peru,2021-03-23,1481259,14933,137494,676,1.09,,32971846,12236.706,3.5
South America,Peru,2021-03-24,1481259,0,138201,707,1.09,,32971846,12236.706,3.5
South America,Peru,2021-03-25,1500465,19206,138907,706,1.09,,32971846,12236.706,3.5
South America,Peru,2021-03-26,1512384,11919,139783,876,1.09,,32971846,12236.706,3.5
South America,Peru,2021-03-27,1520973,8589,140281,498,1.08,,32971846,12236.706,3.5
South America,Peru,2021-03-28,1529882,8909,141270,989,1.08,,32971846,12236.706,3.5
South America,Peru,2021-03-29,1533121,3239,141938,668,1.07,,32971846,12236.706,3.5
South America,Peru,2021-03-30,1533121,0,142462,524,1.07,,32971846,12236.706,3.5
South America,Peru,2021-03-31,1548807,15686,143416,954,1.07,,32971846,12236.706,3.5
South America,Peru,2021-04-01,1561723,12916,144106,690,1.07,,32971846,12236.706,3.5
South America,Peru,2021-04-02,1568345,6622,144698,592,1.06,,32971846,12236.706,3.5
South America,Peru,2021-04-03,1573961,5616,145725,1027,1.06,,32971846,12236.706,3.5
South America,Peru,2021-04-04,1582367,8406,146427,702,1.06,,32971846,12236.706,3.5
South America,Peru,2021-04-05,1590209,7842,146941,514,1.06,,32971846,12236.706,3.5
South America,Peru,2021-04-06,1590209,0,147734,793,1.05,,32971846,12236.706,3.5
South America,Peru,2021-04-07,1598593,8384,148497,763,1.05,,32971846,12236.706,3.5
South America,Peru,2021-04-08,1617864,19271,149241,744,1.05,,32971846,12236.706,3.5
South America,Peru,2021-04-09,1628519,10655,150017,776,1.05,,32971846,12236.706,3.5
South America,Peru,2021-04-10,1639767,11248,150851,834,1.05,,32971846,12236.706,3.5
South America,Peru,2021-04-11,1647694,7927,151887,1036,1.04,,32971846,12236.706,3.5
South America,Peru,2021-04-12,1653320,5626,152789,902,1.04,,32971846,12236.706,3.5
South America,Peru,2021-04-13,1659707,6387,153538,749,1.03,,32971846,12236.706,3.5
South America,Peru,2021-04-14,1667737,8030,154429,891,1.03,,32971846,12236.706,3.5
South America,Peru,2021-04-15,1667737,0,154885,456,1.03,,32971846,12236.706,3.5
South America,Peru,2021-04-16,1681063,13326,155637,752,1.03,,32971846,12236.706,3.5
South America,Peru,2021-04-17,1697626,16563,156810,1173,1.03,,32971846,12236.706,3.5
South America,Peru,2021-04-18,1697626,0,157243,433,1.02,,32971846,12236.706,3.5
South America,Peru,2021-04-19,1707787,10161,158364,1121,1.02,,32971846,12236.706,3.5
South America,Peru,2021-04-20,1719088,11301,158889,525,1.02,,32971846,12236.706,3.5
South America,Peru,2021-04-21,1719088,0,159730,841,1.02,,32971846,12236.706,3.5
South America,Peru,2021-04-22,1734606,15518,160521,791,1.02,,32971846,12236.706,3.5
South America,Peru,2021-04-23,1745655,11049,161755,1234,1.01,,32971846,12236.706,3.5
South America,Peru,2021-04-24,1754150,8495,162170,415,1.01,,32971846,12236.706,3.5
South America,Peru,2021-04-25,1761575,7425,163206,1036,1.01,,32971846,12236.706,3.5
South America,Peru,2021-04-26,1768186,6611,163970,764,1,,32971846,12236.706,3.5
South America,Peru,2021-04-27,1768186,0,164433,463,1,,32971846,12236.706,3.5
South America,Peru,2021-04-28,1783339,15153,165485,1052,1,,32971846,12236.706,3.5
South America,Peru,2021-04-29,1783339,0,166236,751,1,,32971846,12236.706,3.5
South America,Peru,2021-04-30,1799445,16106,166701,465,1,,32971846,12236.706,3.5
South America,Peru,2021-05-01,1799445,0,167398,697,0.99,,32971846,12236.706,3.5
South America,Peru,2021-05-02,1810998,11553,168120,722,0.99,,32971846,12236.706,3.5
South America,Peru,2021-05-03,1814127,3129,169073,953,0.99,,32971846,12236.706,3.5
South America,Peru,2021-05-04,1818689,4562,169534,461,0.99,,32971846,12236.706,3.5
South America,Peru,2021-05-05,1818689,0,170200,666,0.99,,32971846,12236.706,3.5
South America,Peru,2021-05-06,1824457,5768,170905,705,0.99,,32971846,12236.706,3.5
South America,Peru,2021-05-07,1824457,0,171563,658,0.99,,32971846,12236.706,3.5
South America,Peru,2021-05-08,1845056,20599,172525,962,0.99,,32971846,12236.706,3.5
South America,Peru,2021-05-09,1850290,5234,173103,578,0.99,,32971846,12236.706,3.5
South America,Peru,2021-05-10,1850290,0,173446,343,0.99,,32971846,12236.706,3.5
South America,Peru,2021-05-11,1853370,3080,174328,882,0.99,,32971846,12236.706,3.5
South America,Peru,2021-05-12,1865639,12269,174855,527,0.99,,32971846,12236.706,3.5
South America,Peru,2021-05-13,1865639,0,175444,589,0.99,,32971846,12236.706,3.5
South America,Peru,2021-05-14,1879049,13410,176094,650,0.98,,32971846,12236.706,3.5
South America,Peru,2021-05-15,1879049,0,176632,538,0.98,,32971846,12236.706,3.5
South America,Peru,2021-05-16,1889052,10003,177196,564,0.98,,32971846,12236.706,3.5
South America,Peru,2021-05-17,1889052,0,177751,555,0.98,,32971846,12236.706,3.5
South America,Peru,2021-05-18,1893334,4282,177944,193,0.98,,32971846,12236.706,3.5
South America,Peru,2021-05-19,1903615,10281,178716,772,0.98,,32971846,12236.706,3.5
South America,Peru,2021-05-20,1903615,0,178984,268,0.98,,32971846,12236.706,3.5
South America,Peru,2021-05-21,1910360,6745,179427,443,0.97,,32971846,12236.706,3.5
South America,Peru,2021-05-22,1920851,10491,180159,732,0.97,,32971846,12236.706,3.5
South America,Peru,2021-05-23,1925289,4438,180605,446,0.97,,32971846,12236.706,3.5
South America,Peru,2021-05-24,1925289,0,180818,213,0.97,,32971846,12236.706,3.5
South America,Peru,2021-05-25,1932255,6966,181661,843,0.97,,32971846,12236.706,3.5
South America,Peru,2021-05-26,1937245,4990,181836,175,0.97,,32971846,12236.706,3.5
South America,Peru,2021-05-27,1942054,4809,182300,464,0.96,,32971846,12236.706,3.5
South America,Peru,2021-05-28,1942054,0,182556,256,0.96,,32971846,12236.706,3.5
South America,Peru,2021-05-29,1947555,5501,182982,426,0.96,,32971846,12236.706,3.5
South America,Peru,2021-05-30,1947555,0,183391,409,0.97,,32971846,12236.706,3.5
South America,Peru,2021-05-31,1955469,7914,183783,392,0.97,,32971846,12236.706,3.5
South America,Peru,2021-06-01,1955469,0,184021,238,0.97,,32971846,12236.706,3.5
South America,Peru,2021-06-02,1965432,9963,184942,921,0.97,,32971846,12236.706,3.5
South America,Peru,2021-06-03,1965432,0,184942,0,0.97,,32971846,12236.706,3.5
South America,Peru,2021-06-04,1976166,10734,185813,871,0.97,,32971846,12236.706,3.5
South America,Peru,2021-06-05,1980391,4225,186073,260,0.97,,32971846,12236.706,3.5
South America,Peru,2021-06-06,1980391,0,186073,0,0.97,,32971846,12236.706,3.5
South America,Peru,2021-06-07,1983570,3179,186511,438,0.97,,32971846,12236.706,3.5
South America,Peru,2021-06-08,1984999,1429,186757,246,,,32971846,12236.706,3.5
